Borough,ParkorPlayground,Date,SportsPlayed,KIMorSSE,Attendance,Cancellation
Queens,Bowne Park,06/25/2024 06:00:00 PM,,K.I.M,80,
Brooklyn,Marion Hopkinson Playground,06/07/2022 10:00:00 AM,,K.I.M,11,
Manhattan,Sol Lain Plgd,08/24/2022 06:00:00 PM,,K.I.M,40,
Queens,Bayswater Park,06/28/2023 06:00:00 PM,,K.I.M,35,
Staten Island,Greenbelt Recreation Center,09/03/2022 03:00:00 PM,Various Sports,S.S.E,155,
Manhattan,Columbus Park,06/11/2022 06:00:00 PM,,K.I.M,0,Called Out
Bronx,Poe Park,08/11/2023 10:00:00 AM,,K.I.M,92,
Staten Island,Terrace Playground (P.S 35),07/27/2023 10:00:00 AM,,K.I.M,50,
Queens,Corona Golf Playground,08/27/2022 04:07:00 PM,,K.I.M,100,
Bronx,Willis Playground,08/29/2023 10:00:00 AM,,K.I.M,42,
Brooklyn,Fort Hamilton Senior Recreation Center,08/16/2023 09:00:00 AM,Various Sports,S.S.E,35,
Queens,Bowne Playground,07/13/2023 06:00:00 PM,,K.I.M,410,
Bronx,Crotona Park,09/08/2023 10:00:00 AM,,K.I.M,14,
Manhattan,Bloomingdale Park,08/16/2023 06:00:00 PM,,K.I.M,448,
Staten Island,The Big Park,06/13/2024 10:00:00 AM,,K.I.M,20,
Manhattan,J. Hood Wright Park,08/30/2023 06:00:00 PM,,K.I.M,275,
Queens,Astoria Heights Playground,07/13/2022 06:00:00 PM,,K.I.M,32,
Queens,Park of the Americas,07/27/2023 06:00:00 PM,,K.I.M,15,
Brooklyn,Brower Park,07/06/2022 10:00:00 AM,,K.I.M,80,
Brooklyn,Dyker Beach Park,08/18/2022 10:00:00 AM,,K.I.M,0,Called Out
Queens,Bowne Park,07/25/2024 06:00:00 PM,,K.I.M,55,
Manhattan,Columbus Park,06/13/2023 06:00:00 PM,,K.I.M,0,Career Coaching
Queens,Lawrence Virgililo Playground,10/03/2024 06:00:00 PM,,K.I.M,125,
Brooklyn,Bedford Playground,06/10/2022 10:00:00 AM,,K.I.M,50,
Bronx,Austin J. McDonald Playground,05/24/2022 10:00:00 AM,,K.I.M,60,
Queens,Helen Marshall Playground,06/17/2022 06:00:00 PM,,K.I.M,44,
Brooklyn,Dyker Beach Park,09/28/2022 10:00:00 AM,,K.I.M,0,Detailed to Event
Staten Island,Arrochar Playground,08/18/2022 11:00:00 AM,,K.I.M,41,
Queens,Springfield Park,08/03/2023 06:00:00 PM,Various Sports,S.S.E,33,
Brooklyn,Stroud Playground,07/14/2022 10:00:00 AM,,K.I.M,45,
Manhattan,Seward Park,06/23/2022 06:00:00 PM,,K.I.M,200,
Queens,Hoover - Manton Playgrounds,04/27/2024 06:00:00 PM,,K.I.M,162,
Brooklyn,Sunset Park,08/05/2024 10:00:00 AM,,K.I.M,10,Detailed to Event
Staten Island,Lieutenant John H. Martinson Playground,06/29/2022 10:00:00 AM,,K.I.M,85,
Manhattan,Columbus Park,06/01/2024 09:45:00 AM,,K.I.M,298,
Queens,Astoria Heights Playground,07/16/2022 06:00:00 PM,,K.I.M,35,
Bronx,Willis Playground,08/02/2023 10:00:00 AM,,K.I.M,30,
Queens,Hoover - Manton Playgrounds,09/14/2024 06:00:00 PM,,K.I.M,129,
Manhattan,J. Hood Wright Park,07/26/2022 06:00:00 PM,,K.I.M,259,
Queens,Police Office Edward Byrne Park,08/21/2024 06:00:00 PM,,K.I.M,27,
Bronx,Williamsbridge Oval Park,08/21/2024 11:00:00 AM,Tennis,S.S.E,501,
Bronx,Hunts Point Recreation Center,08/29/2024 11:26:00 AM,,K.I.M,17,
Queens,Yellowstone Park,04/21/2023 06:00:00 PM,,K.I.M,110,
Bronx,Behagen Playground,07/13/2022 06:00:00 PM,,K.I.M,210,
Manhattan,Langston Hughes Playground,07/20/2024 10:16:00 AM,,K.I.M,22,
Queens,Bowne Park,06/26/2024 06:00:00 PM,,K.I.M,85,
Brooklyn,Brownsville Recreation Center,08/09/2024 12:00:00 PM,Various Sports,S.S.E,65,
Bronx,Williamsbridge Oval Park,09/11/2024 04:00:00 PM,Flag Football,S.S.E,14,
Staten Island,Austin J. McDonald Playground,06/09/2023 10:00:00 AM,,K.I.M,0,Bad Weather
Bronx,Williamsbridge Oval Park,08/16/2024 12:00:00 PM,Flag Football,S.S.E,6,
Brooklyn,Fort Greene Park,07/28/2023 10:00:00 AM,,K.I.M,,Bad Weather
Queens,Bayswater Park,04/25/2024 06:00:00 PM,,K.I.M,15,
Queens,Park of the Americas,06/30/2023 01:00:00 PM,,K.I.M,120,
Brooklyn,Seth Low Playground/ Bealin Square,07/21/2022 10:00:00 AM,,K.I.M,100,
Staten Island,The Big Park,05/01/2024 10:00:00 AM,,K.I.M,30,
Bronx,St. Mary's Park,04/28/2022 06:00:00 PM,,K.I.M,175,
Manhattan,Martin Luther King Plgd,07/06/2022 05:41:00 PM,,K.I.M,350,
Staten Island,The Big Park,06/14/2024 10:00:00 AM,,K.I.M,26,
Manhattan,Raoul Wallenberg Playground,08/31/2024 03:33:00 PM,,K.I.M,82,
Queens,Gorman Playground,09/06/2022 06:00:00 PM,,K.I.M,0,Bad Weather
Queens,Hoover - Manton Playgrounds,10/08/2024 06:00:00 PM,,K.I.M,66,
Bronx,Williamsbridge Oval Recreation Center,07/18/2023 12:30:00 PM,Various Sports,S.S.E,16,
Manhattan,St. Vartans Park,06/25/2022 06:00:00 PM,,K.I.M,300,
Bronx,Al Quinones Playground,05/21/2022 06:00:00 AM,,K.I.M,130,
Staten Island,The Big Park,09/19/2023 10:00:00 AM,,K.I.M,49,
Manhattan,Carmansville Playground,07/12/2024 05:52:00 PM,,K.I.M,39,
Queens,Gorman Playground,07/22/2022 05:00:00 PM,,K.I.M,34,
Queens,Yellowstone Park,07/06/2024 06:00:00 PM,,K.I.M,80,
Queens,Bayswater Park,06/09/2022 06:00:00 PM,,K.I.M,20,
Brooklyn,Carroll Park,09/05/2024 10:00:00 AM,,K.I.M,64,
Staten Island,DeMatti Park Fieldhouse,04/27/2024 10:00:00 AM,,K.I.M,180,
Staten Island,Skyline Playground,05/30/2024 10:00:00 AM,Various Sports,S.S.E,13,
Brooklyn,Maria Hernandez Park,08/13/2024 10:00:00 AM,,K.I.M,65,
Bronx,Poe Park,07/02/2024 11:26:00 AM,,K.I.M,174,
Brooklyn,John J Carty Park,07/13/2022 10:00:00 AM,,K.I.M,5,Detailed to Event
Manhattan,Bloomingdale Playground,08/10/2024 07:47:00 PM,,K.I.M,243,
Brooklyn,Sternberg Park,09/09/2023 10:00:00 AM,,K.I.M,48,
Manhattan,Carmansville Playground,07/10/2024 05:51:00 PM,,K.I.M,11,
Manhattan,Happy Warrior Playground,09/28/2023 06:00:00 PM,,K.I.M,0,No Attendance
Brooklyn,John J Carty Park,08/04/2022 09:00:00 AM,Various Sports,S.S.E,15,
Queens,Bayswater Park,09/01/2022 06:00:00 PM,,K.I.M,4,
Queens,Flushing Meadows Corona Park,08/26/2022 10:28:00 AM,,K.I.M,0,Called Out
Brooklyn,Herbert Von King Park,08/08/2023 10:00:00 AM,,K.I.M,26,
Queens,Bayswater Park,07/17/2024 06:00:00 PM,,K.I.M,0,Called Out
Manhattan,Seward Park,09/30/2022 06:13:00 PM,,K.I.M,250,
Bronx,Captain Rivera Playground,06/23/2022 06:00:00 PM,,K.I.M,30,
Manhattan,Columbus Park,06/24/2023 06:00:00 PM,,K.I.M,0,Detailed to Event
Manhattan,Samuel Seabury Playground,07/28/2023 06:00:00 PM,,K.I.M,68,Bad Weather
Queens,Yellowstone Park,06/02/2023 06:00:00 PM,,K.I.M,45,
Queens,Hoover - Manton Playgrounds,09/03/2024 06:00:00 PM,,K.I.M,102,
Manhattan,Carmansville Playground,07/08/2022 06:00:00 PM,,K.I.M,65,
Brooklyn,Hamilton Metz Field,10/03/2024 10:00:00 AM,,K.I.M,32,
Brooklyn,Sternberg Park,07/29/2023 10:00:00 AM,,K.I.M,,Detailed to Event
Staten Island,DeMatti Park Fieldhouse,09/10/2022 10:00:00 AM,,K.I.M,50,
Queens,Highland Park,07/16/2024 06:00:00 PM,,K.I.M,59,
Brooklyn,Bedford Playground,06/16/2022 10:00:00 AM,,K.I.M,154,
Manhattan,Samuel Seabury Playground,06/30/2022 06:00:00 PM,,K.I.M,275,
Brooklyn,John J Carty Park,07/07/2022 09:00:00 AM,Tennis,S.S.E,27,
Queens,Astoria Heights Playground,06/01/2024 06:00:00 PM,,K.I.M,495,
Brooklyn,Carroll Park,08/01/2024 10:00:00 AM,,K.I.M,35,
Bronx,St. Mary's Park,08/11/2023 10:00:00 AM,,K.I.M,410,
Queens,Police Office Edward Byrne Park,07/02/2024 06:00:00 PM,,K.I.M,0,Detailed to Event
Queens,Helen Marshall Playground,05/18/2022 06:00:00 PM,,K.I.M,22,
Manhattan,Carmansville Playground,08/03/2023 06:00:00 PM,,K.I.M,25,
Manhattan,St. Catherine's Park,09/16/2023 06:00:00 PM,,K.I.M,620,
Queens,Springfield Park,07/21/2023 06:00:00 PM,Various Sports,S.S.E,11,
Manhattan,Bloomingdale Playground,06/13/2022 06:00:00 PM,,K.I.M,180,
Brooklyn,Herbert Von King Park,07/20/2023 10:00:00 AM,,K.I.M,26,
Queens,Yellowstone Park,09/15/2023 06:00:00 PM,,K.I.M,105,
Manhattan,Carmansville Playground,09/05/2023 06:00:00 PM,,K.I.M,350,
Queens,Torsney Playground,07/01/2022 06:00:00 PM,,K.I.M,0,Detailed to Event
Manhattan,Bloomingdale Playground,05/29/2024 03:20:00 PM,,K.I.M,360,
Staten Island,Rev. Dr. Maggie Howard Playground,07/20/2022 10:00:00 AM,,K.I.M,210,
Staten Island,Austin J. McDonald Playground Fieldhouse,06/18/2024 10:00:00 AM,,K.I.M,86,
Brooklyn,Maria Hernandez Park,07/16/2022 08:58:00 AM,,K.I.M,75,
Queens,Grover Cleveland Playground,07/25/2023 06:00:00 PM,,K.I.M,0,
Queens,L/CPL Thomas P. Noonan Jr. Playground,07/26/2022 10:12:00 AM,Various Sports,S.S.E,62,
Bronx,St. James Park,07/16/2024 11:26:00 AM,,K.I.M,40,
Staten Island,Skyline Playground,05/02/2024 11:28:00 AM,Various Sports,S.S.E,18,
Brooklyn,Maria Hernandez Park,09/11/2024 10:00:00 AM,,K.I.M,33,
Manhattan,Langston Hughes Playground,08/11/2023 06:00:00 PM,,K.I.M,130,
Brooklyn,Sternberg Park,09/01/2023 10:00:00 AM,,K.I.M,45,
Manhattan,Martin Luther King Plgd,10/05/2023 06:00:00 PM,,K.I.M,115,
Queens,Gorman Playground,07/19/2022 05:00:00 PM,,K.I.M,34,
Staten Island,The Big Park,05/03/2023 10:00:00 AM,,K.I.M,43,
Manhattan,J. Hood Wright Park,07/11/2023 06:00:00 PM,,K.I.M,183,
Brooklyn,Hamilton Metz Field,07/05/2024 10:00:00 AM,,K.I.M,12,
Queens,Park of the Americas,09/16/2022 12:26:00 PM,,K.I.M,88,
Bronx,Slattery Playground,05/11/2022 06:00:00 PM,,K.I.M,240,
Bronx,Williamsbridge Oval Park,08/29/2024 11:00:00 AM,Various Sports,S.S.E,7,
Bronx,Williamsbridge Oval Park,08/20/2024 04:00:00 PM,Soccer,S.S.E,24,
Staten Island,Schmul Park,07/13/2022 10:00:00 AM,Various Sports,S.S.E,25,
Queens,Grover Cleveland Playground,05/25/2023 06:00:00 PM,,K.I.M,155,
Brooklyn,Rappaport Playground,08/23/2023 10:00:00 AM,,K.I.M,20,
Queens,Astoria Heights Playground,06/20/2024 06:00:00 PM,,K.I.M,360,
Queens,Rockaway Beach and Boardwalk,08/07/2024 06:00:00 PM,,K.I.M,0,Bad Weather
Queens,London Planetree Playground,07/01/2023 06:00:00 PM,,K.I.M,0,
Queens,Bowne Playground,07/18/2023 06:00:00 PM,,K.I.M,100,
Brooklyn,Brownsville Recreation Center,07/18/2024 12:00:00 PM,Various Sports,S.S.E,65,
Queens,Bayswater Park,07/16/2022 06:00:00 PM,,K.I.M,52,
Brooklyn,Brownsville Recreation Center,08/02/2024 12:00:00 PM,Various Sports,S.S.E,65,
Queens,Park of the Americas,08/10/2023 06:00:00 PM,,K.I.M,0,Detailed to Event
Manhattan,Fort Tryon Park,07/20/2024 10:27:00 AM,,K.I.M,366,
Manhattan,Columbus Park,07/06/2023 06:00:00 PM,,K.I.M,350,
Bronx,Slattery Playground,06/04/2022 06:00:00 PM,,K.I.M,205,
Queens,Lawrence Virgililo Playground,08/24/2024 06:00:00 PM,,K.I.M,130,
Brooklyn,Seth Low Playground/ Bealin Square,06/08/2024 10:00:00 AM,,K.I.M,44,
Brooklyn,Fort Greene Park,08/19/2023 10:00:00 AM,,K.I.M,15,
Queens,Grover Cleveland Playground,05/25/2024 06:00:00 PM,,K.I.M,0,Detailed to Event
Bronx,Williamsbridge Oval Park,08/23/2024 03:00:00 PM,Tennis,S.S.E,0,Detailed to Event
Brooklyn,Stroud Playground,08/12/2022 10:00:00 AM,,K.I.M,20,
Bronx,Captain Rivera Playground,07/27/2022 06:00:00 PM,,K.I.M,37,
Brooklyn,Century Playground,07/14/2023 10:00:00 AM,,K.I.M,27,
Queens,Bowne Playground,10/13/2023 06:00:00 PM,,K.I.M,187,
Brooklyn,Sunset Park,08/15/2024 10:00:00 AM,,K.I.M,19,
Manhattan,Happy Warrior Playground,07/24/2024 09:37:00 AM,,K.I.M,109,
Manhattan,Carmansville Playground,06/24/2022 06:00:00 PM,,K.I.M,185,
Staten Island,DeMatti Park Fieldhouse,08/23/2022 10:00:00 AM,,K.I.M,95,
Queens,Lawrence Virgililo Playground,05/09/2024 06:00:00 PM,,K.I.M,165,
Brooklyn,Maria Hernandez Park,08/30/2022 10:00:00 AM,,K.I.M,0,Detailed to Event
Manhattan,Bloomingdale Playground,09/12/2024 10:04:00 AM,,K.I.M,415,
Queens,Archie Spigner Park,07/07/2022 06:00:00 PM,,K.I.M,53,
Brooklyn,Sternberg Park,06/04/2024 10:00:00 AM,,K.I.M,120,
Bronx,Hunts Point Playground,07/03/2024 11:26:00 AM,,K.I.M,43,
Queens,Juniper Valley Park,07/27/2023 06:00:00 PM,,K.I.M,21,
Queens,Helen Marshall Playground,07/06/2024 06:00:00 PM,,K.I.M,115,
Queens,Hoover - Manton Playgrounds,06/10/2023 06:00:00 PM,,K.I.M,0,Detailed to Event
Queens,Hoover - Manton Playgrounds,07/09/2024 06:00:00 PM,,K.I.M,69,
Queens,Helen Marshall Playground,09/27/2022 06:00:00 PM,,K.I.M,32,
Queens,Yellowstone Park,05/01/2024 06:00:00 PM,,K.I.M,95,
Staten Island,Rev. Dr. Maggie Howard Playground,07/14/2023 10:00:00 AM,,K.I.M,116,
Bronx,Captain Rivera Playground,06/28/2022 06:00:00 PM,,K.I.M,48,
Queens,Springfield Park,07/11/2023 06:00:00 PM,Various Sports,S.S.E,30,
Manhattan,Tompkins Square Park,04/21/2022 06:00:00 PM,,K.I.M,50,
Brooklyn,Bedford Playground,06/21/2022 10:00:00 AM,,K.I.M,115,
Staten Island,Austin J. McDonald Playground Fieldhouse,04/27/2023 10:00:00 AM,,K.I.M,71,
Brooklyn,Carroll Park,09/10/2024 10:00:00 AM,,K.I.M,68,
Queens,Bowne Playground,07/22/2022 05:00:00 PM,,K.I.M,30,
Bronx,Bronx Park,08/15/2024 11:26:00 AM,,K.I.M,200,
Manhattan,Seward Park,07/08/2023 06:00:00 PM,,K.I.M,350,
Queens,Grover Cleveland Playground,06/14/2023 06:00:00 PM,,K.I.M,155,
Queens,Phil Scooter Rizzuto Park,06/13/2024 06:00:00 PM,,K.I.M,35,
Queens,Astoria Heights Playground,05/07/2024 06:00:00 PM,,K.I.M,0,Called Out
Bronx,Clark Playground,08/25/2022 06:00:00 PM,,K.I.M,55,
Queens,Rockaway Beach and Boardwalk,09/06/2024 06:00:00 PM,,K.I.M,18,
Manhattan,Bloomingdale Playground,06/02/2022 06:00:00 PM,,K.I.M,80,
Brooklyn,Sunset Park,08/19/2024 10:00:00 AM,,K.I.M,26,
Manhattan,Seward Park,06/20/2023 06:00:00 PM,,K.I.M,285,
Queens,London Planetree Playground,08/23/2023 06:00:00 PM,,K.I.M,7,
Bronx,St. James Park,08/02/2024 11:26:00 AM,,K.I.M,20,
Queens,Flushing Meadows Corona Park,06/23/2023 06:00:00 PM,,K.I.M,90,
Brooklyn,Brownsville Recreation Center,08/21/2024 12:00:00 PM,Various Sports,S.S.E,65,
Bronx,Al Quinones Playground,05/13/2022 06:00:00 PM,,K.I.M,0,Detailed to Event
Manhattan,Samuel Seabury Playground,08/19/2022 06:00:00 PM,,K.I.M,215,
Bronx,Williamsbridge Oval Park,09/28/2024 11:00:00 AM,Various Sports,S.S.E,0,Bad Weather
Queens,Corona Golf Playground,07/16/2022 06:00:00 PM,,K.I.M,88,
Manhattan,Seward Park,08/11/2023 06:00:00 PM,,K.I.M,353,
Queens,Bayswater Park,06/10/2023 06:00:00 PM,,K.I.M,0,Detailed to Event
Queens,Park of the Americas,08/25/2022 03:42:00 PM,,K.I.M,0,Called Out
Manhattan,Martin Luther King Plgd,07/16/2024 10:01:00 AM,,K.I.M,40,
Queens,Astoria Park,06/29/2022 06:00:00 PM,,K.I.M,45,
Queens,Forest Park,06/28/2022 06:00:00 PM,,K.I.M,210,
Bronx,Al Quinones Playground,07/08/2023 10:00:00 AM,,K.I.M,20,
Brooklyn,Rappaport Playground,08/31/2022 10:00:00 AM,,K.I.M,110,
Queens,Juniper Valley Park,06/04/2022 06:00:00 PM,,K.I.M,18,
Queens,Pomonok Playground,08/14/2024 06:00:00 PM,Various Sports,S.S.E,3,
Manhattan,Seward Park,09/26/2024 10:36:00 AM,,K.I.M,165,
Manhattan,Happy Warrior Playground,09/15/2023 06:00:00 PM,,K.I.M,0,Detailed to Event
Brooklyn,Fort Greene Park,08/12/2023 10:00:00 AM,,K.I.M,13,
Bronx,Williamsbridge Oval Recreation Center,09/01/2022 04:00:00 PM,Soccer,S.S.E,20,
Queens,Bayswater Park,05/24/2024 06:00:00 PM,,K.I.M,0,Detailed to Event
Queens,Phil Scooter Rizzuto Park,06/20/2023 06:00:00 PM,,K.I.M,21,
Bronx,Poe Park,07/23/2024 11:26:00 AM,,K.I.M,192,
Brooklyn,Dyker Beach Park,06/17/2022 10:00:00 AM,,K.I.M,26,
Manhattan,Langston Hughes Playground,07/13/2022 06:00:00 AM,,K.I.M,360,
Staten Island,Lieutenant John H. Martinson Playground,07/01/2022 10:00:00 AM,,K.I.M,88,
Brooklyn,Dyker Beach Park,07/26/2022 10:00:00 AM,,K.I.M,30,Called Out
Staten Island,Fairview Park,05/25/2024 10:00:00 AM,Various Sports,S.S.E,85,
Manhattan,Columbus Park,05/31/2023 06:00:00 PM,,K.I.M,585,
Brooklyn,Dyker Beach Park,10/11/2022 10:00:00 AM,,K.I.M,12,
Queens,Lawrence Virgililo Playground,08/09/2024 06:00:00 PM,,K.I.M,20,
Queens,Grover Cleveland Playground,06/28/2024 06:00:00 PM,,K.I.M,157,
Manhattan,Carmansville Playground,08/25/2023 06:00:00 PM,,K.I.M,0,Bad Weather
Brooklyn,Carroll Park,07/26/2024 10:00:00 AM,,K.I.M,0,Bad Weather
Brooklyn,Maria Hernandez Park,07/23/2024 10:00:00 AM,,K.I.M,83,
Queens,Bowne Playground,09/23/2023 06:00:00 PM,,K.I.M,0,Bad Weather
Bronx,Dawson Playground,07/06/2022 06:00:00 PM,,K.I.M,25,
Bronx,Crotona Park,06/02/2022 06:00:00 PM,,K.I.M,18,
Queens,Juniper Valley Park,07/08/2023 02:30:00 PM,,K.I.M,136,
Bronx,Hunts Point Recreation Center,09/18/2024 11:26:00 AM,,K.I.M,53,
Queens,Torsney Playground,07/18/2024 06:00:00 PM,,K.I.M,80,
Queens,Bowne Park,05/29/2024 06:00:00 PM,,K.I.M,0,Called Out
Manhattan,Langston Hughes Playground,09/13/2022 06:00:00 PM,,K.I.M,300,
Staten Island,Rev. Dr. Maggie Howard Playground,08/19/2023 10:00:00 AM,,K.I.M,90,
Staten Island,Fairview Park,08/06/2022 10:00:00 AM,Various Sports,S.S.E,123,
Brooklyn,Brower Park,08/18/2022 10:00:00 AM,,K.I.M,15,
Bronx,Williamsbridge Oval Park,08/20/2024 11:00:00 AM,Various Sports,S.S.E,8,
Queens,Gorman Playground,06/28/2022 06:00:00 PM,,K.I.M,11,
Bronx,People's Park,07/22/2023 10:00:00 AM,,K.I.M,150,
Queens,Grover Cleveland Playground,05/23/2024 06:00:00 PM,,K.I.M,33,
Queens,Astoria Heights Playground,07/28/2022 05:00:00 PM,,K.I.M,30,
Queens,Helen Marshall Playground,06/25/2022 06:00:00 PM,,K.I.M,0,Detailed to Event
Queens,Dutch Kills Playground,06/22/2023 06:00:00 PM,Various Sports,S.S.E,80,
Staten Island,DeMatti Park Fieldhouse,09/14/2022 10:00:00 AM,,K.I.M,68,
Manhattan,Bloomingdale Playground,04/25/2022 06:00:00 PM,,K.I.M,181,
Queens,Harold Schneiderman Playground,07/15/2023 06:00:00 PM,,K.I.M,30,
Manhattan,Seward Park,04/30/2022 06:00:00 PM,,K.I.M,133,
Queens,Yellowstone Park,08/12/2023 06:00:00 PM,,K.I.M,148,
Brooklyn,Hamilton Metz Field,08/22/2024 10:00:00 AM,,K.I.M,19,
Queens,Bowne Park,06/27/2024 06:00:00 PM,,K.I.M,120,
Queens,Harold Schneiderman Playground,08/19/2023 06:00:00 PM,,K.I.M,23,
Bronx,Williamsbridge Oval Park,08/13/2024 11:00:00 AM,Various Sports,S.S.E,8,
Queens,Redfern Playground,07/02/2024 06:00:00 PM,,K.I.M,15,
Brooklyn,Carroll Park,08/12/2023 10:00:00 AM,,K.I.M,35,
Queens,Yellowstone Park,06/10/2022 06:00:00 PM,,K.I.M,27,
Queens,Yellowstone Park,06/22/2023 06:00:00 PM,,K.I.M,0,Called Out
Manhattan,Samuel Seabury Playground,07/15/2022 06:00:00 PM,,K.I.M,320,
Queens,Lawrence Virgililo Playground,09/14/2024 06:00:00 PM,,K.I.M,110,
Queens,Bowne Playground,05/18/2023 06:00:00 PM,,K.I.M,360,
Bronx,Slattery Playground,06/25/2022 06:00:00 PM,,K.I.M,0,Detailed to Event
Queens,Hoover - Manton Playgrounds,06/27/2024 06:00:00 PM,,K.I.M,215,
Brooklyn,Maria Hernandez Park,09/01/2022 10:00:00 AM,,K.I.M,0,
Staten Island,Greenbelt Recreation Center,04/23/2024 10:00:00 AM,Various Sports,S.S.E,12,
Queens,Corona Golf Playground,08/19/2022 06:00:00 PM,,K.I.M,89,
Manhattan,Columbus Park,09/15/2023 06:00:00 PM,,K.I.M,0,Career Coaching
Bronx,Austin J. McDonald Playground,05/24/2022 10:00:00 AM,,K.I.M,22,
Staten Island,DeMatti Park Fieldhouse,07/06/2024 10:00:00 AM,,K.I.M,110,
Queens,Bayswater Park,08/14/2024 06:00:00 PM,,K.I.M,50,
Staten Island,The Big Park,09/26/2023 10:00:00 AM,,K.I.M,15,
Staten Island,Levy Playground,07/17/2024 03:34:00 PM,,K.I.M,8,
Bronx,St. Mary's Park,09/03/2024 11:26:00 AM,,K.I.M,200,
Brooklyn,St. John's Park,08/10/2022 10:00:00 AM,,K.I.M,12,
Staten Island,Fairview Park,09/21/2024 10:45:00 AM,Various Sports,S.S.E,52,
Brooklyn,Sternberg Park,07/02/2024 10:00:00 AM,,K.I.M,114,
Manhattan,Tompkins Square Park,04/26/2022 06:00:00 PM,,K.I.M,136,
Brooklyn,Rappaport Playground,07/01/2023 10:00:00 AM,,K.I.M,39,
Manhattan,Happy Warrior Playground,06/29/2022 06:00:00 PM,,K.I.M,277,
Queens,Grover Cleveland Playground,06/20/2023 06:00:00 PM,,K.I.M,150,
Queens,Helen Marshall Playground,07/19/2022 05:00:00 PM,,K.I.M,33,
Manhattan,Langston Hughes Playground,06/04/2024 05:30:00 PM,,K.I.M,73,
Staten Island,Faber Park Recreation Center,07/30/2024 08:26:00 AM,,K.I.M,13,
Queens,Astoria Heights Playground,06/21/2024 06:00:00 PM,,K.I.M,373,
Queens,Phil Scooter Rizzuto Park,07/20/2022 05:00:00 PM,,K.I.M,50,
Queens,Horace Harding Playground,08/23/2022 03:42:00 PM,Various Sports,S.S.E,0,
Queens,Rockaway Beach and Boardwalk,08/16/2024 06:00:00 PM,,K.I.M,30,
Bronx,Williamsbridge Oval Recreation Center,08/09/2023 11:00:00 AM,Various Sports,S.S.E,8,
Queens,Yellowstone Park,09/08/2022 12:48:00 PM,,K.I.M,0,Career Coaching
Manhattan,Sol Lain Plgd,08/25/2023 06:00:00 PM,,K.I.M,0,Bad Weather
Brooklyn,Brower Park,07/12/2023 10:00:00 AM,,K.I.M,,Detailed to Event
Queens,Grover Cleveland Playground,07/14/2022 06:00:00 PM,,K.I.M,10,
Queens,Bowne Playground,07/27/2022 10:18:00 AM,,K.I.M,28,Detailed to Event
Manhattan,Carmansville Playground,07/01/2023 06:00:00 PM,,K.I.M,60,
Brooklyn,Seth Low Playground/ Bealin Square,08/25/2022 10:00:00 AM,,K.I.M,56,
Manhattan,Bloomingdale Park,08/15/2023 06:00:00 PM,,K.I.M,0,Detailed to Event
Bronx,Dawson Playground,05/24/2022 06:00:00 PM,,K.I.M,37,
Queens,Phil Scooter Rizzuto Park,07/11/2023 06:00:00 PM,,K.I.M,100,
Queens,Corona Golf Playground,08/02/2022 05:00:00 PM,,K.I.M,98,
Brooklyn,Brownsville Recreation Center,07/12/2024 12:00:00 PM,Various Sports,S.S.E,65,
Bronx,Williamsbridge Oval Park,07/02/2024 10:30:00 AM,Various Sports,S.S.E,18,
Bronx,St. James Park,08/31/2024 11:26:00 AM,,K.I.M,50,
Queens,Bowne Park,09/08/2023 06:00:00 PM,,K.I.M,20,
Brooklyn,McCarren Park,08/24/2022 10:00:00 AM,,K.I.M,0,
Queens,Juniper Valley Park,07/21/2022 05:00:00 PM,,K.I.M,29,
Staten Island,Schmul Park,06/08/2022 10:00:00 AM,Various Sports,S.S.E,10,
Bronx,Williamsbridge Oval Park,08/28/2024 12:00:00 PM,Flag Football,S.S.E,8,
Manhattan,St. Catherine's Park,07/27/2023 06:00:00 PM,,K.I.M,180,Bad Weather
Staten Island,The Big Park,06/22/2024 10:00:00 AM,,K.I.M,26,
Manhattan,Samuel Seabury Playground,07/28/2022 06:00:00 PM,,K.I.M,145,
Manhattan,Happy Warrior Playground,09/10/2022 06:00:00 PM,,K.I.M,163,
Queens,Springfield Park,08/02/2023 06:00:00 PM,Various Sports,S.S.E,35,
Staten Island,Austin J. McDonald Playground Fieldhouse,07/19/2024 10:00:00 AM,,K.I.M,76,
Queens,Hoover - Manton Playgrounds,04/23/2024 06:00:00 PM,,K.I.M,200,
Queens,Astoria Park,08/25/2022 03:42:00 PM,,K.I.M,0,No Attendance
Bronx,St. Mary's Park,08/01/2023 10:00:00 AM,,K.I.M,225,
Queens,London Planetree Playground,07/19/2022 05:00:00 PM,,K.I.M,58,
Manhattan,Tompkins Square Park,09/10/2022 06:00:00 PM,,K.I.M,54,
Manhattan,Martin Luther King Plgd,07/16/2022 06:00:00 PM,,K.I.M,125,
Manhattan,Carmansville Playground,08/12/2022 06:00:00 PM,,K.I.M,250,Detailed to Event
Bronx,St. James Park,07/27/2024 11:26:00 AM,,K.I.M,20,
Brooklyn,Maria Hernandez Park,08/28/2024 10:00:00 AM,,K.I.M,100,
Brooklyn,John J Carty Park,07/05/2022 10:00:00 AM,,K.I.M,11,Detailed to Event
Manhattan,Langston Hughes Playground,08/31/2023 06:00:00 PM,,K.I.M,100,
Manhattan,Samuel Seabury Playground,07/18/2023 06:00:00 PM,,K.I.M,105,Called Out
Brooklyn,Carroll Park,07/19/2023 10:00:00 AM,,K.I.M,,Bad Weather
